Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Pakistan,1915,1.9,,,,,,0.3,0.34,,,,,,,,
Pakistan,1920,2.5,,,,,,0.3,0.53,,,,,,,,
Pakistan,1925,3.2,,,,,,0.3,0.6,,,,,,,,
Pakistan,1930,4.1,,,,,,0.4,0.67,,,,,,,,
Pakistan,1935,5.3,,,,,,0.4,0.73,,,,,,,,
Pakistan,1940,6.9,,,,,,0.4,0.81,,,,,,,,
Pakistan,1945,8.8,,,,,,0.5,0.88,,,,,,,,
Pakistan,1950,21.8,,,,,,0.6,0.88,,,,,,,,
Pakistan,1955,27.2,,,,,,0.6,0.9,,,,,,,,
Pakistan,1960,22,,,,,,0.8,1.05,,,,,,,,
Pakistan,1965,33,,,,,,1.1,1.28,,,,,,,,
Pakistan,1970,33,,,,,,1.6,1.45,,,,,,,,
Pakistan,1975,38,,,,,,1.7,1.78,,,,,,,,
Pakistan,1980,35.5,,,,,,1.8,2.1,,,,,,,,
Pakistan,1985,37.1,,,,,,2.1,2.5,,,,,,,,
Pakistan,1990,38,,,,,,2.5,2.95,,,,,,,,
Pakistan,1995,61,,,,,,5,3.44,,,,,,,,
Pakistan,2000,67.9,,,,,,7.4,3.98,,,,,,,,
Pakistan,2005,81.4,,,,,,5.3,4.99,,,,,,,,
Pakistan,2010,90.9,,,,,,5.8,5.19,,,,,,,,
Panama,1820,0.5,,,,,,,,,,,,,,,
Panama,1825,0.6,,,,,,,,,,,,,,,
Panama,1830,0.8,,,,,,,,,,,,,,,
Panama,1835,1,,,,,,,,,,,,,,,
Panama,1840,1.2,,,,,,,,,,,,,,,
Panama,1845,1.6,,,,,,,,,,,,,,,
Panama,1850,2,,,,,,,,,,,,,,,
Panama,1855,2.6,,,,,,,,,,,,,,,
Panama,1860,3.3,,,,,,,,,,,,,,,
Panama,1865,4.1,,,,,,,,,,,,,,,
Panama,1870,5.3,,,,,,0,0.08,,,,,,,,
Panama,1875,6.6,,,,,,0,0.11,,,,,,,,
Panama,1880,8.3,,,,,,0,0.13,,,,,,,,
Panama,1885,10.4,,,,,,0,0.17,,,,,,,,
Panama,1890,13,,,,,,0,0.21,,,,,,,,
Panama,1895,16,,,,,,0,0.26,,,,,,,,
Panama,1900,19.6,,,,,,0.3,0.85,,,,,,,,
Panama,1905,23.8,,,,,,0.4,1.06,,,,,,,,
Panama,1910,24.7,,,,,,0.3,1.49,,,,,,,,
Panama,1915,22.5,,,,,,0.4,1.74,,,,,,,,
Panama,1920,37.6,,,,,,0.5,1.95,,,,,,,,
Panama,1925,45.5,,,,,,0.7,2.16,,,,,,,,
Panama,1930,53.5,,,,,,0.8,2.48,,,,,,,,
Panama,1935,49.4,,,,,,0.9,2.91,,,,,,,,
Panama,1940,58.9,,,,,,1,3.17,,,,,,,,
Panama,1945,56.2,,,,,,1.2,3.43,,,,,,,,
Panama,1950,72,,,,,,1.5,3.87,,,,,,,,
Panama,1955,78.6,,,,,,2,4.26,,,,,,,,
Panama,1960,81,,,,,,2.3,4.75,,,,,,,,
Panama,1965,85,,,,,,3.7,5.01,,,,,,,,
Panama,1970,79,,,,,,4.7,5.39,,,,,,,,
Panama,1975,87,,,,,,6.9,6.1,,,,,,,,
Panama,1980,88,,,,,,8.2,6.89,,,,,,,,
Panama,1985,89,,,,,,11.2,7.59,,,,,,,,
Panama,1990,92,,,,,,12.5,8.08,,,,,,,,
Panama,1995,95.4,,,,,,16.5,8.71,,,,,,,,
Panama,2000,98.7,,,,,,19.8,9.24,,,,,,,,
Panama,2005,99.1,,,,,,21.8,9.51,,,,,,,,
Panama,2010,96.4,,,,,,23,9.72,,,,,,,,
Paraguay,1820,0.4,,,,,,,,,,,,,,,
Paraguay,1825,0.5,,,,,,,,,,,,,,,
Paraguay,1830,0.6,,,,,,,,,,,,,,,
Paraguay,1835,0.8,,,,,,,,,,,,,,,
Paraguay,1840,1,,,,,,,,,,,,,,,
Paraguay,1845,1.3,,,,,,,,,,,,,,,
Paraguay,1850,1.6,,,,,,,,,,,,,,,
Paraguay,1855,2.1,,,,,,,,,,,,,,,
Paraguay,1860,2.6,,,,,,,,,,,,,,,
Paraguay,1865,3.3,,,,,,,,,,,,,,,
Paraguay,1870,4.2,,,,,,0,0.07,,,,,,,,
Paraguay,1875,5.4,,,,,,0,0.09,,,,,,,,
Paraguay,1880,6.7,,,,,,0,0.11,,,,,,,,
Paraguay,1885,8.5,,,,,,0,0.14,,,,,,,,
Paraguay,1890,15.7,,,,,,0,0.18,,,,,,,,
Paraguay,1895,18.6,,,,,,0,0.25,,,,,,,,
Paraguay,1900,19.8,,,,,,0.2,0.77,,,,,,,,
Paraguay,1905,20.6,,,,,,0.2,0.95,,,,,,,,
Paraguay,1910,21.3,,,,,,0.2,1.38,,,,,,,,
Paraguay,1915,40.2,,,,,,0.3,1.58,,,,,,,,
Paraguay,1920,34.9,,,,,,0.3,1.82,,,,,,,,
Paraguay,1925,35.3,,,,,,0.4,2.17,,,,,,,,
Paraguay,1930,44.4,,,,,,0.4,2.34,,,,,,,,
Paraguay,1935,38.5,,,,,,0.5,2.54,,,,,,,,
Paraguay,1940,60.1,,,,,,0.5,2.71,,,,,,,,
Paraguay,1945,58.5,,,,,,0.6,2.94,,,,,,,,
Paraguay,1950,66.4,,,,,,0.7,2.81,,,,,,,,
Paraguay,1955,82,,,,,,0.9,3.08,,,,,,,,
Paraguay,1960,79.7,,,,,,1,3.47,,,,,,,,
Paraguay,1965,83,,,,,,1.6,3.79,,,,,,,,
Paraguay,1970,89,,,,,,1.9,4.32,,,,,,,,
Paraguay,1975,85,,,,,,2.7,4.85,,,,,,,,
Paraguay,1980,87,,,,,,3.3,5.37,,,,,,,,
Paraguay,1985,86,,,,,,5.5,5.96,,,,,,,,
Paraguay,1990,95,,,,,,6.9,6.43,,,,,,,,
Paraguay,1995,99.2,,,,,,7.1,6.4,,,,,,,,
Paraguay,2000,100,,,,,,7.3,6.55,,,,,,,,
Paraguay,2005,100,,,,,,3.4,8.03,,,,,,,,
Paraguay,2010,92.4,,,,,,8.4,7.99,,,,,,,,
Peru,1820,0,,,,,,,,,,,,,,,
Peru,1825,0,,,,,,,,,,,,,,,
Peru,1830,0,,,,,,,,,,,,,,,
Peru,1835,0.1,,,,,,,,,,,,,,,
Peru,1840,0.2,,,,,,,,,,,,,,,
Peru,1845,0.3,,,,,,,,,,,,,,,
Peru,1850,0.4,,,,,,,,,,,,,,,
Peru,1855,0.7,,,,,,,,,,,,,,,
Peru,1860,1,,,,,,,,,,,,,,,
Peru,1865,1.6,,,,,,,,,,,,,,,
Peru,1870,2.3,,,,,,0,0.03,,,,,,,,
Peru,1875,3.4,,,,,,0,0.04,,,,,,,,
Peru,1880,4.9,,,,,,0,0.05,,,,,,,,
Peru,1885,7,,,,,,0,0.07,,,,,,,,
Peru,1890,9.9,,,,,,0,0.1,,,,,,,,
Peru,1895,15.4,,,,,,0,0.15,,,,,,,,
Peru,1900,15.7,,,,,,0.1,0.22,,,,,,,,
Peru,1905,24.6,,,,,,0.2,0.47,,,,,,,,
Peru,1910,21.8,,,,,,0.3,0.71,,,,,,,,
Peru,1915,23.2,,,,,,0.5,0.9,,,,,,,,
Peru,1920,25.7,,,,,,0.7,1.44,,,,,,,,
Peru,1925,28.6,,,,,,0.9,1.68,,,,,,,,
Peru,1930,38.2,,,,,,1.1,1.89,,,,,,,,
Peru,1935,47.8,,,,,,1.2,2.15,,,,,,,,
Peru,1940,55.6,,,,,,1.3,2.4,,,,,,,,
Peru,1945,64.4,,,,,,1.7,2.72,,,,,,,,
Peru,1950,68.8,,,,,,1.9,2.91,,,,,,,,
Peru,1955,66.2,,,,,,2.1,3.1,,,,,,,,
Peru,1960,54.5,,,,,,2.3,3.32,,,,,,,,
Peru,1965,65,,,,,,3.6,3.79,,,,,,,,
Peru,1970,77,,,,,,4.6,4.47,,,,,,,,
Peru,1975,83.3,,,,,,8,5.43,,,,,,,,
Peru,1980,86,,,,,,10.4,6.2,,,,,,,,
Peru,1985,97,,,,,,14.1,6.75,,,,,,,,
Peru,1990,100,,,,,,19.5,7.39,,,,,,,,
Peru,1995,91,,,,,,21.6,8.09,,,,,,,,
Peru,2000,100,,,,,,27.8,9.05,,,,,,,,
Peru,2005,100,,,,,,32.8,9.88,,,,,,,,
Peru,2010,100,,,,,,17.6,9.28,,,,,,,,
Philippines,1820,0.2,,,,,,,,,,,,,,,
Philippines,1825,0.3,,,,,,,,,,,,,,,
Philippines,1830,0.4,,,,,,,,,,,,,,,
Philippines,1835,0.5,,,,,,,,,,,,,,,
Philippines,1840,0.6,,,,,,,,,,,,,,,
Philippines,1845,0.9,,,,,,,,,,,,,,,
Philippines,1850,1.2,,,,,,,,,,,,,,,
Philippines,1855,1.5,,,,,,,,,,,,,,,
Philippines,1860,2.1,,,,,,,,,,,,,,,
Philippines,1865,2.7,,,,,,,,,,,,,,,
Philippines,1870,3.6,,,,,,0,0.03,,,,,,,,
Philippines,1875,4.8,,,,,,0,0.04,,,,,,,,
Philippines,1880,6.3,,,,,,0,0.05,,,,,,,,
Philippines,1885,8.3,,,,,,0,0.07,,,,,,,,
Philippines,1890,10.8,,,,,,0,0.09,,,,,,,,
Philippines,1895,14,,,,,,0,0.12,,,,,,,,
Philippines,1900,17.9,,,,,,0.2,0.19,,,,,,,,
Philippines,1905,40.5,,,,,,0.2,0.23,,,,,,,,
Philippines,1910,59.3,,,,,,0.2,0.47,,,,,,,,
Philippines,1915,55.7,,,,,,0.3,0.7,,,,,,,,
Philippines,1920,74,,,,,,0.4,0.92,,,,,,,,
Philippines,1925,76.5,,,,,,0.7,1.16,,,,,,,,
Philippines,1930,73.9,,,,,,0.9,1.39,,,,,,,,
Philippines,1935,67.6,,,,,,1.2,1.69,,,,,,,,
Philippines,1940,100,,,,,,1.4,1.8,,,,,,,,
Philippines,1945,100,,,,,,1.7,1.99,,,,,,,,
Philippines,1950,100,,,,,,2.6,2.35,,,,,,,,
Philippines,1955,100,,,,,,5.7,3.36,,,,,,,,
Philippines,1960,84.1,,,,,,6.3,3.49,,,,,,,,
Philippines,1965,100,,,,,,8.8,4.01,,,,,,,,
Philippines,1970,95.7,,,,,,11.1,4.83,,,,,,,,
Philippines,1975,95,,,,,,12.9,5.56,,,,,,,,
Philippines,1980,94,,,,,,16.6,6.26,,,,,,,,
Philippines,1985,95,,,,,,16.9,6.64,,,,,,,,
Philippines,1990,100,,,,,,18.8,7.15,,,,,,,,
Philippines,1995,100,,,,,,22.7,7.59,,,,,,,,
Philippines,2000,100,,,,,,26.1,7.96,,,,,,,,
Philippines,2005,100,,,,,,25.2,8.27,,,,,,,,
Philippines,2010,100,,,,,,24.5,8.65,,,,,,,,
Poland,1820,17.7,,,,,,,,,,,,,,,
Poland,1825,19.4,,,,,,,,,,,,,,,
Poland,1830,21.1,,,,,,,,,,,,,,,
Poland,1835,22.9,,,,,,,,,,,,,,,
Poland,1840,24.8,,,,,,,,,,,,,,,
Poland,1845,26.9,,,,,,,,,,,,,,,
Poland,1850,29,,,,,,,,,,,,,,,
Poland,1855,31.3,,,,,,,,,,,,,,,
Poland,1860,33.6,,,,,,,,,,,,,,,
Poland,1865,36,,,,,,,,,,,,,,,
Poland,1870,38.5,,,,,,0.1,1.38,,,,,,,,
Poland,1875,41.1,,,,,,0.1,1.49,,,,,,,,
Poland,1880,43.7,,,,,,0.1,1.6,,,,,,,,
Poland,1885,46.3,,,,,,0.1,1.72,,,,,,,,
Poland,1890,49,,,,,,0.2,1.84,,,,,,,,
Poland,1895,51.7,,,,,,0.2,1.97,,,,,,,,
Poland,1900,54.4,,,,,,0.2,2.11,,,,,,,,
Poland,1905,57,,,,,,0.4,2.44,,,,,,,,
Poland,1910,59.6,,,,,,0.6,2.72,,,,,,,,
Poland,1915,62.2,,,,,,0.8,2.96,,,,,,,,
Poland,1920,64.7,,,,,,0.7,3.42,,,,,,,,
Poland,1925,70.1,,,,,,0.9,3.62,,,,,,,,
Poland,1930,81.7,,,,,,1.1,3.94,,,,,,,,
Poland,1935,99,,,,,,1.4,4.38,,,,,,,,
Poland,1940,86,,,,,,1.6,4.87,,,,,,,,
Poland,1945,83.6,,,,,,1.9,5.26,,,,,,,,
Poland,1950,100,,,,,,2.5,5.52,,,,,,,,
Poland,1955,90.6,,,,,,2.8,5.81,,,,,,,,
Poland,1960,92.2,,,,,,3.2,6.19,,,,,,,,
Poland,1965,88,,,,,,4.5,6.92,,,,,,,,
Poland,1970,95,,,,,,5.4,7.63,,,,,,,,
Poland,1975,96,,,,,,5.6,8.19,,,,,,,,
Poland,1980,98,,,,,,5,8.31,,,,,,,,
Poland,1985,99,,,,,,6.6,8.69,,,,,,,,
Poland,1990,97,,,,,,7.1,9.75,,,,,,,,
Poland,1995,94.1,,,,,,10.4,10.32,,,,,,,,
Poland,2000,98.2,,,,,,11.2,10.74,,,,,,,,
Poland,2005,96.3,,,,,,18.2,11.36,,,,,,,,
Poland,2010,97.2,,,,,,20.6,11.62,,,,,,,,
Portugal,1820,3.1,,,,,,,,,,,,,,,
Portugal,1825,3.7,,,,,,,,,,,,,,,
Portugal,1830,4.5,,,,,,,,,,,,,,,
Portugal,1835,5.4,,,,,,,,,,,,,,,
Portugal,1840,6.4,,,,,,,,,,,,,,,
Portugal,1845,7.7,,,,,,,,,,,,,,,
Portugal,1850,9.2,,,,,,,,,,,,,,,
Portugal,1855,13.5,,,,,,,,,,,,,,,
Portugal,1860,17.9,,,,,,,,,,,,,,,
Portugal,1865,22.2,,,,,,,,,,,,,,,
Portugal,1870,26.5,,,,,,0.1,0.27,,,,,,,,
Portugal,1875,32.5,,,,,,0.2,0.34,,,,,,,,
Portugal,1880,38.4,,,,,,0.2,0.42,,,,,,,,
Portugal,1885,44.4,,,,,,0.2,0.51,,,,,,,,
Portugal,1890,41.8,,,,,,0.2,0.6,,,,,,,,
Portugal,1895,39.3,,,,,,0.2,0.71,,,,,,,,
Portugal,1900,36.7,,,,,,0.2,0.8,,,,,,,,
Portugal,1905,38,,,,,,0.2,0.87,,,,,,,,
Portugal,1910,39.2,,,,,,0.3,0.94,,,,,,,,
Portugal,1915,40.5,,,,,,0.4,1.01,,,,,,,,
Portugal,1920,41.8,,,,,,0.3,1.17,,,,,,,,
Portugal,1925,43,,,,,,0.4,1.26,,,,,,,,
Portugal,1930,55.3,,,,,,0.5,1.34,,,,,,,,
Portugal,1935,54.9,,,,,,0.6,1.46,,,,,,,,
Portugal,1940,65.9,,,,,,0.7,1.65,,,,,,,,
Portugal,1945,66.1,,,,,,0.8,1.84,,,,,,,,
Portugal,1950,77.2,,,,,,0.9,2.01,,,,,,,,
Portugal,1955,92.7,,,,,,1,2.2,,,,,,,,
Portugal,1960,99,,,,,,1.2,2.46,,,,,,,,
Portugal,1965,77,,,,,,1.5,2.64,,,,,,,,
Portugal,1970,83,,,,,,1.5,3.17,,,,,,,,
Portugal,1975,87,,,,,,2.9,4.27,,,,,,,,
Portugal,1980,97,,,,,,4.1,5.45,,,,,,,,
Portugal,1985,91.7,,,,,,6.4,6.08,,,,,,,,
Portugal,1990,97,,,,,,8.9,6.73,,,,,,,,
Portugal,1995,100,,,,,,12.6,7.49,,,,,,,,
Portugal,2000,100,,,,,,15.3,8.41,,,,,,,,
Portugal,2005,100,,,,,,11.6,8.12,,,,,,,,
Portugal,2010,100,,,,,,13.7,8.71,,,,,,,,
Reunion,1820,1.4,,,,,,,,,,,,,,,
Reunion,1825,1.8,,,,,,,,,,,,,,,
Reunion,1830,2.3,,,,,,,,,,,,,,,
Reunion,1835,3,,,,,,,,,,,,,,,
Reunion,1840,3.9,,,,,,,,,,,,,,,
Reunion,1845,5,,,,,,,,,,,,,,,
Reunion,1850,6.4,,,,,,,,,,,,,,,
Reunion,1855,8.1,,,,,,,,,,,,,,,
Reunion,1860,10.3,,,,,,,,,,,,,,,
Reunion,1865,12.9,,,,,,,,,,,,,,,
Reunion,1870,16.2,,,,,,0,0.22,,,,,,,,
Reunion,1875,20.1,,,,,,0,0.27,,,,,,,,
Reunion,1880,24.6,,,,,,0,0.33,,,,,,,,
Reunion,1885,29.8,,,,,,0,0.41,,,,,,,,
Reunion,1890,35.5,,,,,,0,0.5,,,,,,,,
Reunion,1895,41.7,,,,,,0,0.61,,,,,,,,
Reunion,1900,48.3,,,,,,1,0.95,,,,,,,,
Reunion,1905,47.6,,,,,,2.1,1.29,,,,,,,,
Reunion,1910,47,,,,,,3,1.58,,,,,,,,
Reunion,1915,53.9,,,,,,4.8,1.71,,,,,,,,
Reunion,1920,60.7,,,,,,5.6,1.91,,,,,,,,
Reunion,1925,53.4,,,,,,6.2,2.13,,,,,,,,
Reunion,1930,46,,,,,,6.6,2.33,,,,,,,,
Reunion,1935,64.8,,,,,,6.9,2.42,,,,,,,,
Reunion,1940,83.5,,,,,,6.6,2.48,,,,,,,,
Reunion,1945,95.3,,,,,,7.3,2.63,,,,,,,,
Reunion,1950,100,,,,,,7.6,2.89,,,,,,,,
Reunion,1955,100,,,,,,9,2.77,,,,,,,,
Reunion,1960,69.5,,,,,,4.1,2.75,,,,,,,,
Reunion,1965,78.2,,,,,,0.4,2.93,,,,,,,,
Reunion,1970,77.8,,,,,,0.5,3.64,,,,,,,,
Reunion,1975,76.7,,,,,,0.6,4.5,,,,,,,,
Reunion,1980,78.8,,,,,,0.7,5.26,,,,,,,,
Reunion,1985,83,,,,,,0.9,5.9,,,,,,,,
Reunion,1990,86.5,,,,,,1.2,6.46,,,,,,,,
Reunion,1995,89.5,,,,,,1.4,6.97,,,,,,,,
Reunion,2000,91.9,,,,,,1.6,7.42,,,,,,,,
Reunion,2005,93.8,,,,,,1.9,7.85,,,,,,,,
Reunion,2010,95.4,,,,,,2.7,8.29,,,,,,,,
Romania,1820,1.8,,,,,,,,,,,,,,,
Romania,1825,2.1,,,,,,,,,,,,,,,
Romania,1830,2.4,,,,,,,,,,,,,,,
Romania,1835,2.8,,,,,,,,,,,,,,,
Romania,1840,3.2,,,,,,,,,,,,,,,
Romania,1845,3.8,,,,,,,,,,,,,,,
Romania,1850,4.3,,,,,,,,,,,,,,,
Romania,1855,5,,,,,,,,,,,,,,,
Romania,1860,5.8,,,,,,,,,,,,,,,
Romania,1865,6.7,,,,,,,,,,,,,,,
Romania,1870,7.7,,,,,,0,0.1,,,,,,,,
Romania,1875,8.9,,,,,,0,0.11,,,,,,,,
Romania,1880,10.2,,,,,,0,0.13,,,,,,,,
Romania,1885,12.5,,,,,,0,0.15,,,,,,,,
Romania,1890,17.2,,,,,,0,0.17,,,,,,,,
Romania,1895,22.7,,,,,,0,0.21,,,,,,,,
Romania,1900,55.6,,,,,,0.1,0.27,,,,,,,,
Romania,1905,41.6,,,,,,0.1,0.37,,,,,,,,
Romania,1910,76.4,,,,,,0.2,0.64,,,,,,,,
Romania,1915,54.7,,,,,,0.3,0.84,,,,,,,,
Romania,1920,65,,,,,,0.6,1.23,,,,,,,,
Romania,1925,71.7,,,,,,0.9,2.23,,,,,,,,
Romania,1930,78.6,,,,,,1.1,2.53,,,,,,,,
Romania,1935,100,,,,,,1.3,2.96,,,,,,,,
Romania,1940,100,,,,,,1.4,3.42,,,,,,,,
Romania,1945,77.6,,,,,,1.6,3.76,,,,,,,,
Romania,1950,78.8,,,,,,1.9,4.01,,,,,,,,
Romania,1955,64.7,,,,,,2.2,4.66,,,,,,,,
Romania,1960,83.1,,,,,,2.7,5.26,,,,,,,,
Romania,1965,86.5,,,,,,2.4,5.6,,,,,,,,
Romania,1970,95,,,,,,3.9,7.09,,,,,,,,
Romania,1975,90.7,,,,,,4.2,8.38,,,,,,,,
Romania,1980,86.5,,,,,,4.9,9.12,,,,,,,,
Romania,1985,83.1,,,,,,5.5,9.62,,,,,,,,
Romania,1990,78,,,,,,5.9,10.12,,,,,,,,
Romania,1995,96,,,,,,7.5,10.48,,,,,,,,
Romania,2000,89.9,,,,,,8.3,10.64,,,,,,,,
Romania,2005,100,,,,,,11.5,10.66,,,,,,,,
Romania,2010,95.3,,,,,,12,11.08,,,,,,,,
Russia,1820,3,,,,,,,,,,,,,,,
Russia,1825,3.1,,,,,,,,,,,,,,,
Russia,1830,3.3,,,,,,,,,,,,,,,
Russia,1835,3.4,,,,,,,,,,,,,,,
Russia,1840,3.7,,,,,,,,,,,,,,,
Russia,1845,3.9,,,,,,,,,,,,,,,
Russia,1850,4.6,,,,,,,,,,,,,,,
Russia,1855,5.1,,,,,,,,,,,,,,,
Russia,1860,7.4,,,,,,,,,,,,,,,
Russia,1865,9.7,,,,,,,,,,,,,,,
Russia,1870,9.8,,,,,,0.1,0.15,,,,,,,,
Russia,1875,11,,,,,,0.1,0.18,,,,,,,,
Russia,1880,11.8,,,,,,0.1,0.21,,,,,,,,
Russia,1885,15.8,,,,,,0.1,0.24,,,,,,,,
Russia,1890,19.6,,,,,,0.1,0.27,,,,,,,,
Russia,1895,38.1,,,,,,0.1,0.33,,,,,,,,
Russia,1900,36.6,,,,,,0.1,0.42,,,,,,,,
Russia,1905,41.7,,,,,,0.3,0.62,,,,,,,,
Russia,1910,42.8,,,,,,0.2,0.71,,,,,,,,
Russia,1915,43.7,,,,,,0.3,0.89,,,,,,,,
Russia,1920,39.9,,,,,,0.4,1.24,,,,,,,,
Russia,1925,72,,,,,,0.6,1.52,,,,,,,,
Russia,1930,100,,,,,,0.8,1.86,,,,,,,,
Russia,1935,100,,,,,,1.3,2.42,,,,,,,,
Russia,1940,100,,,,,,1.8,3.03,,,,,,,,
Russia,1945,100,,,,,,2.3,3.65,,,,,,,,
Russia,1950,100,,,,,,3.4,4.08,,,,,,,,
Russia,1955,87.5,,,,,,3.8,4.58,,,,,,,,
Russia,1960,92.2,,,,,,4.1,4.88,,,,,,,,
Russia,1965,97,,,,,,6.3,5.62,,,,,,,,
Russia,1970,100,,,,,,6.6,6.39,,,,,,,,
Russia,1975,96,,,,,,11.2,7.29,,,,,,,,
Russia,1980,100,,,,,,17.4,8.36,,,,,,,,
Russia,1985,100,,,,,,27.4,9.37,,,,,,,,
Russia,1990,86.1,,,,,,34.9,10.21,,,,,,,,
Russia,1995,100,,,,,,40.6,10.73,,,,,,,,
Russia,2000,100,,,,,,50.6,11.54,,,,,,,,
Russia,2005,94.5,,,,,,56.7,11.76,,,,,,,,
Russia,2010,98.4,,,,,,63.1,12.02,,,,,,,,
Senegal,1820,0,,,,,,,,,,,,,,,
Senegal,1825,0,,,,,,,,,,,,,,,
Senegal,1830,0,,,,,,,,,,,,,,,
Senegal,1835,0,,,,,,,,,,,,,,,
Senegal,1840,0,,,,,,,,,,,,,,,
Senegal,1845,0,,,,,,,,,,,,,,,
Senegal,1850,0.1,,,,,,,,,,,,,,,
Senegal,1855,0.1,,,,,,,,,,,,,,,
Senegal,1860,0.1,,,,,,,,,,,,,,,
Senegal,1865,0.1,,,,,,,,,,,,,,,
Senegal,1870,0.2,,,,,,0,0.01,,,,,,,,
Senegal,1875,0.2,,,,,,0,0.01,,,,,,,,
Senegal,1880,0.3,,,,,,0,0.01,,,,,,,,
Senegal,1885,0.3,,,,,,0,0.01,,,,,,,,
Senegal,1890,0.4,,,,,,0,0.01,,,,,,,,
Senegal,1895,0.6,,,,,,0,0.01,,,,,,,,
Senegal,1900,0.7,,,,,,0,0.02,,,,,,,,
Senegal,1905,0.9,,,,,,0,0.02,,,,,,,,
Senegal,1910,1.2,,,,,,0,0.02,,,,,,,,
Senegal,1915,1.6,,,,,,0,0.03,,,,,,,,
Senegal,1920,2,,,,,,0,0.29,,,,,,,,
Senegal,1925,2.6,,,,,,0,0.53,,,,,,,,
Senegal,1930,3.4,,,,,,0.1,0.7,,,,,,,,
Senegal,1935,4.4,,,,,,0.1,1.14,,,,,,,,
Senegal,1940,4.6,,,,,,0.1,1.29,,,,,,,,
Senegal,1945,6.9,,,,,,0.1,1.44,,,,,,,,
Senegal,1950,9.3,,,,,,0.1,1.87,,,,,,,,
Senegal,1955,14.7,,,,,,0.2,1.95,,,,,,,,
Senegal,1960,19.8,,,,,,0.3,2.07,,,,,,,,
Senegal,1965,29.3,,,,,,0.4,2.11,,,,,,,,
Senegal,1970,30,,,,,,0.6,2.3,,,,,,,,
Senegal,1975,30,,,,,,0.9,2.49,,,,,,,,
Senegal,1980,37,,,,,,1.2,2.52,,,,,,,,
Senegal,1985,44,,,,,,1.3,2.45,,,,,,,,
Senegal,1990,48,,,,,,1.4,2.37,,,,,,,,
Senegal,1995,54.6,,,,,,1.3,2.26,,,,,,,,
Senegal,2000,58.7,,,,,,1,1.98,,,,,,,,
Senegal,2005,71.4,,,,,,0.5,1.67,,,,,,,,
Senegal,2010,78.7,,,,,,2.4,3.11,,,,,,,,
Serbia,1820,0.5,,,,,,,,,,,,,,,
Serbia,1825,0.6,,,,,,,,,,,,,,,
Serbia,1830,0.7,,,,,,,,,,,,,,,
Serbia,1835,0.9,,,,,,,,,,,,,,,
Serbia,1840,1.1,,,,,,,,,,,,,,,
Serbia,1845,1.3,,,,,,,,,,,,,,,
Serbia,1850,1.6,,,,,,,,,,,,,,,
Serbia,1855,1.9,,,,,,,,,,,,,,,
Serbia,1860,2.3,,,,,,,,,,,,,,,
Serbia,1865,2.8,,,,,,,,,,,,,,,
Serbia,1870,3.4,,,,,,0,0.09,,,,,,,,
Serbia,1875,6.2,,,,,,0,0.1,,,,,,,,
Serbia,1880,8.9,,,,,,0,0.14,,,,,,,,
Serbia,1885,11.7,,,,,,0,0.2,,,,,,,,
Serbia,1890,14.4,,,,,,0,0.29,,,,,,,,
Serbia,1895,16.8,,,,,,0,0.4,,,,,,,,
Serbia,1900,19.2,,,,,,0.1,0.75,,,,,,,,
Serbia,1905,21.3,,,,,,0.2,1.06,,,,,,,,
Serbia,1910,23.3,,,,,,0.2,1.38,,,,,,,,
Serbia,1915,30,,,,,,0.2,2,,,,,,,,
Serbia,1920,36.7,,,,,,0.3,2.34,,,,,,,,
Serbia,1925,42.3,,,,,,0.4,2.79,,,,,,,,
Serbia,1930,47.8,,,,,,0.4,3.22,,,,,,,,
Serbia,1935,46.6,,,,,,0.5,3.71,,,,,,,,
Serbia,1940,45.5,,,,,,0.6,4.21,,,,,,,,
Serbia,1945,55.9,,,,,,0.6,4.47,,,,,,,,
Serbia,1950,66.3,,,,,,0.8,4.59,,,,,,,,
Serbia,1955,75.3,,,,,,0.9,4.99,,,,,,,,
Serbia,1960,87,,,,,,1.5,5.14,,,,,,,,
Serbia,1965,84,,,,,,2.2,5.45,,,,,,,,
Serbia,1970,78,,,,,,2.6,6.09,,,,,,,,
Serbia,1975,79,,,,,,4.4,6.81,,,,,,,,
Serbia,1980,80,,,,,,5.2,7.42,,,,,,,,
Serbia,1985,78,,,,,,6.2,7.92,,,,,,,,
Serbia,1990,76.4,,,,,,7.6,8.15,,,,,,,,
Serbia,1995,70.6,,,,,,10,8.88,,,,,,,,
Serbia,2000,100,,,,,,11.7,9.52,,,,,,,,
Serbia,2005,100,,,,,,14.4,10.6,,,,,,,,
Serbia,2010,95.5,,,,,,15,11.52,,,,,,,,
